Impact,output-BillWeb-73,Severity,Title,"Bulletin
ID",output-Report-66,output-Gateway_Backup.76,output-MamWeb-70,output-MemDB-72,output-BillDB-75,Supersedes,output -WinJumpoff-68,output-BackUp-65,output-Mem&BillTest-95,Component KB,output-MemAPI-71,CVEs,Bulletin KB,"Date
Posted",Affected Component,Reboot,output-BillAPI-74,Affected Product
Elevation of Privilege,False,Important,Security Update for Windows Kernel-Mode Drivers,MS16-062,False,False,False,False,False,,True,False,False,3156017,False,"CVE-2016-0171,CVE-2016-0173,CVE-2016-0174,CVE-2016-0175,CVE-2016-0176,CVE-2016-0196,CVE-2016-0197",3158222,2016-05-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Security Update for Microsoft RPC,MS16-061,False,False,False,False,False,MS14-047[2978668],False,False,False,3153704,False,CVE-2016-0178,3155520,2016-05-10,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for Microsoft RPC,MS16-061,False,False,False,False,False,MS14-047[2978668],False,False,False,3153704,False,CVE-2016-0178,3155520,2016-05-10,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Microsoft RPC,MS16-061,False,False,False,False,False,MS14-047[2978668],False,False,False,3153704,False,CVE-2016-0178,3155520,2016-05-10,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for Microsoft RPC,MS16-061,False,False,False,False,False,MS14-047[2978668],False,False,False,3153704,False,CVE-2016-0178,3155520,2016-05-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Security Update for Windows Kernel,MS16-060,False,False,False,False,False,MS16-008[3121212],True,False,False,3153171,False,CVE-2016-0180,3154846,2016-05-10,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for Windows Kernel,MS16-060,False,False,False,False,False,MS16-008[3121212],True,False,False,3153171,False,CVE-2016-0180,3154846,2016-05-10,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Windows Kernel,MS16-060,False,False,False,False,False,MS16-008[3121212],True,False,False,3153171,False,CVE-2016-0180,3154846,2016-05-10,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for Windows Kernel,MS16-060,False,False,False,False,False,MS16-008[3121212],True,False,False,3153171,False,CVE-2016-0180,3154846,2016-05-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Windows Shell,MS16-057,False,False,False,False,False,,False,False,False,3156059,False,CVE-2016-0179,3156987,2016-05-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,MS16-005[3124001],True,False,False,3156013,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,MS16-005[3124001],True,False,False,3156013,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,MS16-005[3124001],True,False,False,3156013,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,MS16-005[3124001],True,False,False,3156013,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,,True,False,False,3156016,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,,True,False,False,3156016,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,,True,False,False,3156016,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,,True,False,False,3156016,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,MS15-024[3035132],True,False,False,3156019,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,MS15-024[3035132],True,False,False,3156019,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,MS15-024[3035132],True,False,False,3156019,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-055,False,False,False,False,False,MS15-024[3035132],True,False,False,3156019,False,"CVE-2016-0168,CVE-2016-0169,CVE-2016-0170,CVE-2016-0184,CVE-2016-0195",3156754,2016-05-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS16-051,False,False,False,False,False,MS16-037[3148198],False,False,False,3154070,False,"CVE-2016-0187,CVE-2016-0188,CVE-2016-0189,CVE-2016-0192,CVE-2016-0194",3155533,2016-05-10,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS16-051,False,False,False,False,False,MS16-037[3148198],False,False,False,3154070,False,"CVE-2016-0187,CVE-2016-0188,CVE-2016-0189,CVE-2016-0192,CVE-2016-0194",3155533,2016-05-10,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Moderate,Security Update for Adobe Flash Player,MS16-050,False,False,False,False,False,MS16-036[3144756],False,False,False,3154132,False,,3154132,2016-04-12,Adobe Flash Player,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Security Update for Adobe Flash Player,MS16-050,False,False,False,False,False,MS16-036[3144756],False,False,False,3154132,False,,3154132,2016-04-12,Adobe Flash Player,Yes,False,Windows Server 2012 R2
Security Bypass,False,Important,Security Update for CSRSS,MS16-048,True,False,False,False,False,MS16-008[3121212],False,True,True,3146723,False,CVE-2016-0151,3148528,2016-04-12,,Yes,False,Windows Server 2012 R2
Security Bypass,False,Important,Security Update for CSRSS,MS16-048,True,False,False,False,False,MS16-008[3121212],False,True,True,3146723,False,CVE-2016-0151,3148528,2016-04-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Security Bypass,False,Important,Security Update for CSRSS,MS16-048,True,False,False,False,False,MS15-001[3023266],False,True,True,3146723,False,CVE-2016-0151,3148528,2016-04-12,,Yes,False,Windows Server 2012
Security Bypass,False,Important,Security Update for CSRSS,MS16-048,True,False,False,False,False,MS15-001[3023266],False,True,True,3146723,False,CVE-2016-0151,3148528,2016-04-12,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for SAM and LSAD Remote Protocols,MS16-047,True,False,False,False,False,MS15-122[3101246],True,True,True,3149090,False,CVE-2016-0128,3148527,2016-04-12,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for SAM and LSAD Remote Protocols,MS16-047,True,False,False,False,False,MS15-122[3101246],True,True,True,3149090,False,CVE-2016-0128,3148527,2016-04-12,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for SAM and LSAD Remote Protocols,MS16-047,True,False,False,False,False,MS15-096[3072595],True,True,True,3149090,False,CVE-2016-0128,3148527,2016-04-12,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for SAM and LSAD Remote Protocols,MS16-047,True,False,False,False,False,MS15-096[3072595],True,True,True,3149090,False,CVE-2016-0128,3148527,2016-04-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Security Update for Windows Hyper-V,MS16-045,True,False,False,False,False,MS15-105[3087088],False,True,True,3135456,False,"CVE-2016-0088,CVE-2016-0089,CVE-2016-0090",3143118,2016-04-12,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Important,Security Update for Windows Hyper-V,MS16-045,True,False,False,False,False,MS15-105[3087088],False,True,True,3135456,False,"CVE-2016-0088,CVE-2016-0089,CVE-2016-0090",3143118,2016-04-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Security Update for Windows Hyper-V,MS16-045,True,False,False,False,False,,False,True,True,3135456,False,"CVE-2016-0088,CVE-2016-0089,CVE-2016-0090",3143118,2016-04-12,,Yes,False,Windows Server 2012
Remote Code Execution,False,Important,Security Update for Windows Hyper-V,MS16-045,True,False,False,False,False,,False,True,True,3135456,False,"CVE-2016-0088,CVE-2016-0089,CVE-2016-0090",3143118,2016-04-12,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Important,Security Update for Windows OLE,MS16-044,True,False,False,False,False,MS15-075[3072633],True,True,True,3146706,False,CVE-2016-0153,3146706,2016-04-12,,Yes,False,Windows Server 2012
Remote Code Execution,False,Important,Security Update for Windows OLE,MS16-044,True,False,False,False,False,MS15-075[3072633],True,True,True,3146706,False,CVE-2016-0153,3146706,2016-04-12,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Important,Security Update for Windows OLE,MS16-044,True,False,False,False,False,MS15-075[3072633],True,True,True,3146706,False,CVE-2016-0153,3146706,2016-04-12,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Important,Security Update for Windows OLE,MS16-044,True,False,False,False,False,MS15-075[3072633],True,True,True,3146706,False,CVE-2016-0153,3146706,2016-04-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft XML Core Services,MS16-040,True,False,False,False,False,MS14-067[2993958],True,True,True,3146963,False,CVE-2016-0147,3148541,2016-04-12,Microsoft XML Core Services 3.0,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft XML Core Services,MS16-040,True,False,False,False,False,MS14-067[2993958],True,True,True,3146963,False,CVE-2016-0147,3148541,2016-04-12,Microsoft XML Core Services 3.0,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft XML Core Services,MS16-040,True,False,False,False,False,MS14-067[2993958],True,True,True,3146963,False,CVE-2016-0147,3148541,2016-04-12,Microsoft XML Core Services 3.0,Maybe,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft XML Core Services,MS16-040,True,False,False,False,False,MS14-067[2993958],True,True,True,3146963,False,CVE-2016-0147,3148541,2016-04-12,Microsoft XML Core Services 3.0,Maybe,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-039,True,False,False,False,False,MS16-034[3139852],True,True,True,3145739,False,"CVE-2016-0143,CVE-2016-0145,CVE-2016-0165,CVE-2016-0167",3148522,2016-04-12,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-039,True,False,False,False,False,MS16-034[3139852],True,True,True,3145739,False,"CVE-2016-0143,CVE-2016-0145,CVE-2016-0165,CVE-2016-0167",3148522,2016-04-12,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-039,True,False,False,False,False,MS16-034[3139852],True,True,True,3145739,False,"CVE-2016-0143,CVE-2016-0145,CVE-2016-0165,CVE-2016-0167",3148522,2016-04-12,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-039,True,False,False,False,False,MS16-034[3139852],True,True,True,3145739,False,"CVE-2016-0143,CVE-2016-0145,CVE-2016-0165,CVE-2016-0167",3148522,2016-04-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-039,True,False,False,False,False,,False,True,False,3142045,False,"CVE-2016-0143,CVE-2016-0145,CVE-2016-0165,CVE-2016-0167",3148522,2016-04-12,Microsoft .NET Framework 3.5,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-039,True,False,False,False,False,,False,True,False,3142045,False,"CVE-2016-0143,CVE-2016-0145,CVE-2016-0165,CVE-2016-0167",3148522,2016-04-12,Microsoft .NET Framework 3.5,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-039,False,False,False,False,False,,False,False,True,3142043,False,"CVE-2016-0143,CVE-2016-0145,CVE-2016-0165,CVE-2016-0167",3148522,2016-04-12,Microsoft .NET Framework 3.5,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component,MS16-039,False,False,False,False,False,,False,False,True,3142043,False,"CVE-2016-0143,CVE-2016-0145,CVE-2016-0165,CVE-2016-0167",3148522,2016-04-12,Microsoft .NET Framework 3.5,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS16-037,True,False,False,False,False,MS16-023[3139929],False,True,True,3148198,False,"CVE-2016-0154,CVE-2016-0159,CVE-2016-0160,CVE-2016-0162,CVE-2016-0164,CVE-2016-0166",3148531,2016-04-12,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS16-037,True,False,False,False,False,MS16-023[3139929],False,True,True,3148198,False,"CVE-2016-0154,CVE-2016-0159,CVE-2016-0160,CVE-2016-0162,CVE-2016-0164,CVE-2016-0166",3148531,2016-04-12,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Adobe Flash Player,MS16-036,False,False,False,False,False,MS16-022[3135782],False,False,False,3144756,False,,3144756,2016-03-08,Adobe Flash Player,Maybe,False,Windows Server 2012
